FIPS,state,county,monthly_housing,annual_transportation ,annual_housing_transportation,total_cost,life_expectancy,male_life_expectancy,female_life_expectancy
46009,SD,Bon Homme,790,14216,23696,38702,81.3,80.46,82.10
46011,SD,Brookings,1035,13880,26300,41215,81.24,80.64,81.78
46013,SD,Brown,983,13425,25221,39629,80.12,79.64,80.63
46015,SD,Brule,1041,14578,27070,42689,80.01,79.07,80.92
46017,SD,Buffalo,660,13304,21224,35188,69.05,67.47,70.63
46019,SD,Butte,1049,13853,26441,41343,78.35,77.56,79.09
46021,SD,Campbell,990,15285,27165,43440,82.04,80.78,83.21
46023,SD,Charles Mix,813,14635,24391,39839,78.52,77.66,79.25
46025,SD,Clark,846,14846,24998,40690,80.05,79.16,81.04
46027,SD,Clay,954,11921,23369,36244,80.22,79.53,80.95
46029,SD,Codington,969,13405,25033,39407,80.06,79.52,80.63
46031,SD,Corson,648,13242,21018,34908,72.13,70.98,73.42
46033,SD,Custer,1148,15398,29174,45720,79.99,79.16,80.83
46035,SD,Davison,941,13444,24736,39121,79.95,79.35,80.57
46037,SD,Day,848,13330,23506,37684,78.94,78.10,79.76
46039,SD,Deuel,994,15370,27298,43662,80.46,79.61,81.32
46041,SD,Dewey,682,12858,21042,34582,71.02,69.70,72.25
46043,SD,Douglas,784,14551,23959,39294,80.99,79.96,81.93
46045,SD,Edmunds,1058,15707,28403,45168,80.72,79.76,81.71
46047,SD,Fall River,994,13493,25421,39908,76.31,75.46,77.17
46049,SD,Faulk,1007,14343,26427,41777,81.09,80.11,82.10
46051,SD,Grant,1014,14775,26943,42732,79.5,78.69,80.30
46053,SD,Gregory,771,13597,22849,37217,79.18,78.28,80.10
46055,SD,Haakon,883,14798,25394,41075,79.65,78.49,80.86
46057,SD,Hamlin,954,16073,27521,44548,79.24,78.31,80.14
46059,SD,Hand,939,14358,25626,40923,81.62,80.70,82.51
46061,SD,Hanson,1076,15817,28729,45622,81.18,80.14,82.22
46063,SD,Harding,1011,15733,27865,44609,79.9,78.32,81.48
46065,SD,Hughes,1087,12942,25986,40015,80,79.31,80.68
46067,SD,Hutchinson,927,14219,25343,40489,80.73,79.97,81.44
46069,SD,Hyde,988,15886,27742,44616,79.67,78.52,80.85
46071,SD,Jackson,817,14415,24219,39451,75.01,73.89,76.15
46073,SD,Jerauld,857,14520,24804,40181,81.16,80.12,82.21
46075,SD,Jones,839,13785,23853,38477,80.24,78.65,81.69
46077,SD,Kingsbury,894,14994,25722,41610,79.22,78.44,80.07
46079,SD,Lake,1019,14689,26917,42625,80.82,80.15,81.50
46081,SD,Lawrence,1125,13707,27207,42039,80.72,80.10,81.30
46083,SD,Lincoln,1368,14087,30503,45958,83.03,82.53,83.53
46085,SD,Lyman,836,15365,25397,41598,77.49,76.47,78.51
46087,SD,McCook,995,15998,27938,44931,80.14,79.25,81.08
46089,SD,McPherson,927,12522,23646,37095,79.17,78.29,80.04
46091,SD,Marshall,958,15213,26709,42880,81.16,80.14,82.15
46093,SD,Meade,1123,14015,27491,42629,79.22,78.60,79.88
46095,SD,Mellette,595,13513,20653,34761,74.04,72.71,75.33
46097,SD,Miner,933,14632,25828,41393,80.25,79.34,81.24
46099,SD,Minnehaha,1052,12860,25484,39396,79.67,79.28,80.01
46101,SD,Moody,986,15099,26931,43016,80.33,79.52,81.14
46103,SD,Pennington,504,12168,18216,30888,66.81,65.89,67.75
46105,SD,Perkins,1167,12973,26977,41117,80.43,80.00,80.86
46107,SD,Potter,870,13229,23669,37768,79.22,78.22,80.23
46109,SD,Roberts,927,13875,24999,39801,79.79,78.73,80.89
46111,SD,Sanborn,932,14609,25793,41334,77.41,76.55,78.23
46102,SD,Oglala Lakota,785,14558,23978,39321,80.26,79.33,81.23
46115,SD,Spink,856,14339,24611,39806,79.79,78.91,80.67
46117,SD,Stanley,1152,14527,28351,44030,79.43,78.30,80.59
46119,SD,Sully,1070,15452,28292,44814,81.65,80.31,82.91
46121,SD,Todd,551,12446,19058,32055,68.51,67.50,69.48
46123,SD,Tripp,822,12966,22830,36618,79.1,78.25,79.98
46125,SD,Turner,1019,15926,28154,45099,80.28,79.57,80.98
46127,SD,Union,1160,14525,28445,44130,80.72,80.02,81.35
46129,SD,Walworth,796,13269,22821,36886,78.14,77.16,79.03
46135,SD,Yankton,1000,13477,25477,39954,80.5,79.92,81.09
46137,SD,Ziebach,623,13395,20871,34889,76.39,74.95,77.83
47001,TN,Anderson,1011,13203,25335,39549,76.68,76.22,77.11
47003,TN,Bedford,966,13950,25542,40458,75.35,74.80,75.90
47005,TN,Benton,814,12406,22174,35394,73.36,72.66,74.09
47007,TN,Bledsoe,915,13584,24564,39063,76.57,75.81,77.26
47009,TN,Blount,1084,13366,26374,40824,77.37,76.96,77.76
47011,TN,Bradley,982,12993,24777,38752,76.59,76.18,77.00
47013,TN,Campbell,839,13491,23559,37889,74.12,73.58,74.66
47015,TN,Cannon,889,15156,25824,41869,75.4,74.67,76.12
47017,TN,Carroll,795,12881,22421,36097,73.69,73.06,74.28
47019,TN,Carter,806,12314,21986,35106,76.26,75.78,76.74
47021,TN,Cheatham,1165,14845,28825,44835,75.52,74.93,76.12
47023,TN,Chester,914,14160,25128,40202,76.51,75.85,77.20
47025,TN,Claiborne,782,12506,21890,35178,73.72,73.12,74.30
47027,TN,Clay,762,12664,21808,35234,74.53,73.66,75.37
47029,TN,Cocke,834,12247,22255,35336,73.27,72.65,73.86
47031,TN,Coffee,932,13146,24330,38408,74.92,74.41,75.44
47033,TN,Crockett,855,14272,24532,39659,75.32,74.57,76.04
47035,TN,Cumberland,870,12643,23083,36596,77.63,77.12,78.09
47037,TN,Davidson,1209,12082,26590,39881,76.84,76.56,77.12
47039,TN,Decatur,885,13034,23654,37573,74.05,73.38,74.77
47041,TN,DeKalb,901,13930,24742,39573,74.28,73.48,75.03
47043,TN,Dickson,1024,14503,26791,42318,75.92,75.36,76.48
47045,TN,Dyer,900,13470,24270,38640,74.73,74.13,75.29
47047,TN,Fayette,1190,14840,29120,45150,76.83,76.27,77.40
47049,TN,Fentress,747,12878,21842,35467,73.43,72.76,74.09
47051,TN,Franklin,863,13664,24020,38547,76.62,76.07,77.13
47053,TN,Gibson,897,12947,23711,37555,74.14,73.64,74.69
47055,TN,Giles,939,13826,25094,39859,75.68,75.09,76.24
47057,TN,Grainger,853,14130,24366,39349,74.62,74.00,75.25
47059,TN,Greene,814,12313,22081,35208,75.23,74.75,75.69
47061,TN,Grundy,766,12698,21890,35354,72.46,71.72,73.24
47063,TN,Hamblen,899,12308,23096,36303,75.02,74.53,75.51
47065,TN,Hamilton,1107,12543,25827,39477,77.45,77.16,77.75
47067,TN,Hancock,605,12446,19706,32757,73.35,72.45,74.21
47069,TN,Hardeman,834,12406,22414,35654,74.65,74.01,75.32
47071,TN,Hardin,917,13181,24185,38283,73.96,73.29,74.63
47073,TN,Hawkins,862,12690,23034,36586,75.38,74.86,75.87
47075,TN,Haywood,890,12852,23532,37274,74.64,73.93,75.35
47077,TN,Henderson,822,13077,22941,36840,74.34,73.76,74.94
47079,TN,Henry,832,12706,22690,36228,74.68,74.11,75.24
47081,TN,Hickman,902,14746,25570,41218,75.16,74.50,75.82
47083,TN,Houston,797,13114,22678,36589,75.11,74.30,75.97
47085,TN,Humphreys,924,13919,25007,39850,75.13,74.48,75.79
47087,TN,Jackson,820,13314,23154,37288,74.03,73.26,74.80
47089,TN,Jefferson,929,13056,24204,38189,76.3,75.79,76.77
47091,TN,Johnson,811,12229,21961,35001,75.76,75.09,76.43
47093,TN,Knox,1122,12343,25807,39272,76.83,76.55,77.12
47095,TN,Lake,733,11024,19820,31577,72.81,71.86,73.73
47097,TN,Lauderdale,827,11905,21829,34561,74.28,73.66,74.94
47099,TN,Lawrence,871,13212,23664,37747,75.33,74.77,75.86
47101,TN,Lewis,846,13352,23504,37702,74.96,74.17,75.72
47103,TN,Lincoln,932,13750,24934,39616,75.84,75.27,76.38
47105,TN,Loudon,1104,13741,26989,41834,77.92,77.44,78.40
47107,TN,McMinn,884,12900,23508,37292,74.14,73.52,74.76
47109,TN,McNairy,786,13075,22507,36368,76.53,76.08,76.97
47111,TN,Macon,820,14663,24503,39986,74.61,74.00,75.21
47113,TN,Madison,1043,12986,25502,39531,76,75.42,76.58
47115,TN,Marion,906,14154,25026,40086,76.37,75.91,76.82
47117,TN,Marshall,955,13998,25458,40411,75.34,74.83,75.85
47119,TN,Maury,1036,13932,26364,41332,73.78,73.13,74.41
47121,TN,Meigs,933,12747,23943,37623,74.04,73.22,74.84
47123,TN,Monroe,880,12883,23443,37206,75.76,75.23,76.31
47125,TN,Montgomery,1076,13368,26280,40724,76.66,76.28,77.06
47127,TN,Moore,933,14614,25810,41357,79.03,78.16,79.91
47129,TN,Morgan,910,14485,25405,40800,75.69,75.04,76.39
47131,TN,Obion,821,12703,22555,36079,75.28,74.71,75.86
47133,TN,Overton,811,13289,23021,37121,74.29,73.63,74.96
47135,TN,Perry,763,12697,21853,35313,74.24,73.38,75.12
47137,TN,Pickett,616,13253,20645,34514,76.18,75.29,77.08
47139,TN,Polk,866,14454,24846,40166,74.55,73.88,75.23
47141,TN,Putnam,919,11897,22925,35741,76.41,75.96,76.88
47143,TN,Rhea,819,12533,22361,35713,75.18,74.54,75.76
47145,TN,Roane,989,13547,25415,39951,76.09,75.61,76.56
47147,TN,Robertson,1150,14643,28443,44236,75.68,75.14,76.15
47149,TN,Rutherford,1164,13555,27523,42242,78.03,77.68,78.38
47151,TN,Scott,784,12751,22159,35694,73.4,72.71,74.07
47153,TN,Sequatchie,913,14159,25115,40187,75.92,75.16,76.69
47155,TN,Sevier,988,13469,25325,39782,76.67,76.26,77.13
47157,TN,Shelby,1203,12046,26482,39731,75.75,75.52,76.00
47159,TN,Smith,940,14953,26233,42126,74.71,74.05,75.36
47161,TN,Stewart,888,14125,24781,39794,74.91,74.19,75.66
47163,TN,Sullivan,899,11959,22747,35605,76.42,76.06,76.79
47165,TN,Sumner,1274,13988,29276,44538,78,77.63,78.37
47167,TN,Tipton,1093,14340,27456,42889,75.24,74.73,75.73
47169,TN,Trousdale,923,14791,25867,41581,73.84,72.96,74.75
47171,TN,Unicoi,750,12717,21717,35184,74.98,74.30,75.61
47173,TN,Union,846,14045,24197,39088,74.69,74.02,75.36
47175,TN,Van Buren,914,14898,25866,41678,75.93,75.00,76.89
47177,TN,Warren,786,13075,22507,36368,74.99,74.46,75.53
47179,TN,Washington,970,11636,23276,35882,76.49,76.08,76.91
47181,TN,Wayne,775,13122,22422,36319,75.44,74.70,76.21
47183,TN,Weakley,779,12468,21816,35063,76.77,76.21,77.28
47185,TN,White,842,13412,23516,37770,74.52,73.94,75.15
47187,TN,Williamson,1931,14070,37242,53243,81.86,81.53,82.18
47189,TN,Wilson,1328,14296,30232,45856,77.68,77.27,78.10
48001,TX,Anderson,947,13151,24515,38613,73.41,72.91,73.95
48003,TX,Andrews,1065,15280,28060,44405,76.46,75.73,77.16
48005,TX,Angelina,958,13582,25078,39618,76.06,75.59,76.52
48007,TX,Aransas,1176,13872,27984,43032,76.03,75.43,76.63
48009,TX,Archer,1127,14866,28390,44383,79.29,78.46,80.05
48011,TX,Armstrong,877,15120,25644,41641,77.22,76.07,78.41
48013,TX,Atascosa,960,14747,26267,41974,77.73,77.20,78.24
48015,TX,Austin,1192,15407,29711,46310,78.19,77.65,78.78
48017,TX,Bailey,794,14148,23676,38618,78.22,77.33,79.09
48019,TX,Bandera,1187,15214,29458,45859,79.9,79.31,80.51
48021,TX,Bastrop,1224,15624,30312,47160,77.47,76.99,77.95
48023,TX,Baylor,1109,12847,26155,40111,76.33,75.46,77.21
48025,TX,Bee,893,12918,23634,37445,77.87,77.26,78.47
48027,TX,Bell,1107,12599,25883,39589,77.91,77.56,78.27
48029,TX,Bexar,1178,12609,26745,40532,78.65,78.47,78.82
48031,TX,Blanco,1318,14870,30686,46874,79.47,78.80,80.14
48033,TX,Borden,957,16781,28265,46003,79.62,78.05,81.11
48035,TX,Bosque,951,13975,25387,40313,76.7,76.05,77.35
48037,TX,Bowie,991,12557,24449,37997,75.69,75.24,76.14
48039,TX,Brazoria,1331,14164,30136,45631,78.1,77.81,78.42
48041,TX,Brazos,1146,12113,25865,39124,79.92,79.54,80.29
48043,TX,Brewster,945,12286,23626,36857,80.19,79.37,81.06
48045,TX,Briscoe,785,14879,24299,39963,77.56,76.37,78.75
48047,TX,Brooks,784,12228,21636,34648,76.41,75.51,77.26
48049,TX,Brown,968,13382,24998,39348,75.63,75.12,76.20
48051,TX,Burleson,941,14563,25855,41359,77.78,77.08,78.48
48053,TX,Burnet,1173,13951,28027,43151,78.87,78.37,79.34
48055,TX,Caldwell,1054,15033,27681,43768,77.98,77.42,78.53
48057,TX,Calhoun,1111,14030,27362,42503,77.26,76.61,77.92
48059,TX,Callahan,898,14215,24991,40104,76.76,76.05,77.45
48061,TX,Cameron,927,12300,23424,36651,80.14,79.84,80.44
48063,TX,Camp,945,13604,24944,39493,74.55,73.77,75.30
48065,TX,Carson,1140,15455,29135,45730,77.85,76.98,78.75
48067,TX,Cass,878,13249,23785,37912,75.73,75.15,76.31
48069,TX,Castro,823,14284,24160,39267,78.56,77.67,79.40
48071,TX,Chambers,1355,15082,31342,47779,77.12,76.48,77.72
48073,TX,Cherokee,994,13465,25393,39852,76.24,75.71,76.73
48075,TX,Childress,825,11816,21716,34357,76.57,75.66,77.45
48077,TX,Clay,1003,14879,26915,42797,77.57,76.87,78.27
48079,TX,Cochran,672,13724,21788,36184,75.93,74.80,77.04
48081,TX,Coke,927,12908,24032,37867,76.65,75.66,77.61
48083,TX,Coleman,737,12446,21290,34473,75.58,74.83,76.37
48085,TX,Collin,1718,13171,33787,48676,82,81.77,82.22
48087,TX,Collingsworth,918,13731,24747,39396,75.65,74.58,76.67
48089,TX,Colorado,1126,14872,28384,44382,77.07,76.48,77.73
48091,TX,Comal,1482,14573,32357,48412,79.82,79.43,80.23
48093,TX,Comanche,900,13467,24267,38634,77.17,76.42,77.86
48095,TX,Concho,869,14579,25007,40455,78.37,77.32,79.41
48097,TX,Cooke,1062,14032,26776,41870,77.22,76.68,77.79
48099,TX,Coryell,1037,13439,25883,40359,77.88,77.41,78.39
48101,TX,Cottle,745,11971,20911,33627,77.46,76.29,78.66
48103,TX,Crane,837,13941,23985,38763,75.88,74.87,76.97
48105,TX,Crockett,774,14679,23967,39420,77.17,76.22,78.16
48107,TX,Crosby,749,14525,23513,38787,77.03,76.18,77.85
48109,TX,Culberson,788,13888,23344,38020,78.67,77.51,79.81
48111,TX,Dallam,900,14450,25250,40600,75.6,74.55,76.56
48113,TX,Dallas,1293,12087,27603,40983,78.29,78.11,78.46
48115,TX,Dawson,848,13325,23501,37674,76.97,76.27,77.71
48117,TX,Deaf Smith,927,14012,25136,40075,77.27,76.62,77.92
48119,TX,Delta,896,14010,24762,39668,77.58,76.92,78.24
48121,TX,Denton,1568,13211,32027,46806,75.54,74.68,76.42
48123,TX,DeWitt,910,14392,25312,40614,80.8,80.54,81.03
48125,TX,Dickens,904,13408,24256,38568,77.23,76.12,78.35
48127,TX,Dimmit,762,12883,22027,35672,77.8,76.89,78.64
48129,TX,Donley,819,13053,22881,36753,76.46,75.46,77.39
48131,TX,Duval,1028,12596,24932,38556,76.64,75.88,77.41
48133,TX,Eastland,715,12432,21012,34159,75.33,74.69,75.97
48135,TX,Ector,1062,13294,26038,40394,75.07,74.65,75.53
48137,TX,Edwards,858,14529,24825,40212,79.51,78.39,80.59
48139,TX,Ellis,1309,14447,30155,45911,79.79,79.55,80.04
48141,TX,El Paso,972,12721,24385,38078,77.77,77.37,78.16
48143,TX,Erath,1022,13855,26119,40996,78.45,77.91,79.00
48145,TX,Falls,892,14145,24849,39886,76.13,75.48,76.78
48147,TX,Fannin,1035,13730,26150,40915,75.87,75.30,76.42
48149,TX,Fayette,929,14606,25754,41289,79.26,78.70,79.79
48151,TX,Fisher,776,14010,23322,38108,77.71,76.75,78.67
48153,TX,Floyd,845,13936,24076,38857,78.25,77.38,79.12
48155,TX,Foard,771,14168,23420,38359,77.59,76.30,78.84
48157,TX,Fort Bend,1769,14382,35610,51761,81.84,81.57,82.10
48159,TX,Franklin,1035,13657,26077,40769,77.83,77.04,78.65
48161,TX,Freestone,1007,13764,25848,40619,76.14,75.48,76.85
48163,TX,Frio,948,13451,24827,39226,77.75,76.98,78.52
48165,TX,Gaines,879,15406,25954,42239,77.94,77.23,78.69
48167,TX,Galveston,1382,13694,30278,45354,77.22,76.91,77.53
48169,TX,Garza,891,13886,24578,39355,76.17,75.27,77.11
48171,TX,Gillespie,1331,14355,30327,46013,81.04,80.50,81.55
48173,TX,Glasscock,506,15835,21907,38248,79.81,78.37,81.26
48175,TX,Goliad,1108,15670,28966,45744,79.36,78.55,80.21
48177,TX,Gonzales,947,14695,26059,41701,77.05,76.41,77.69
48179,TX,Gray,934,13038,24246,38218,75.4,74.76,76.04
48181,TX,Grayson,1084,13224,26232,40540,76.47,76.10,76.89
48183,TX,Gregg,1039,12831,25299,39169,75.51,75.11,75.92
48185,TX,Grimes,1041,14175,26667,41883,76.19,75.60,76.79
48187,TX,Guadalupe,1268,14489,29705,45462,79.71,79.32,80.10
48189,TX,Hale,830,13188,23148,37166,77.9,77.35,78.51
48191,TX,Hall,810,13028,22748,36586,76.23,75.22,77.15
48193,TX,Hamilton,938,14111,25367,40416,76.74,76.00,77.46
48195,TX,Hansford,904,14236,25084,40224,76.97,75.99,77.94
48197,TX,Hardeman,788,12552,22008,35348,77.33,76.31,78.28
48199,TX,Hardin,1133,13943,27539,42615,75.8,75.30,76.30
48201,TX,Harris,1318,12529,28345,42192,78.74,78.60,78.87
48203,TX,Harrison,1060,13967,26687,41714,75.88,75.38,76.41
48205,TX,Hartley,1072,14577,27441,43090,80.59,79.73,81.49
48207,TX,Haskell,787,12772,22216,35775,76.87,76.01,77.73
48209,TX,Hays,1433,14683,31879,47995,80.56,80.19,80.92
48211,TX,Hemphill,1124,14924,28412,44460,77.46,76.38,78.51
48213,TX,Henderson,1029,13379,25727,40135,75.33,74.89,75.77
48215,TX,Hidalgo,915,13007,23987,37909,80.97,80.71,81.21
48217,TX,Hill,1037,13821,26265,41123,76.59,76.08,77.17
48219,TX,Hockley,950,13845,25245,40040,76.82,76.17,77.42
48221,TX,Hood,1197,14751,29115,45063,78.13,77.67,78.63
48223,TX,Hopkins,1004,14060,26108,41172,76.79,76.22,77.37
48225,TX,Houston,909,12331,23239,36479,75.67,75.05,76.31
48227,TX,Howard,932,13396,24580,38908,74.89,74.30,75.49
48229,TX,Hudspeth,816,15907,25699,42422,81.14,79.97,82.24
48231,TX,Hunt,1059,14449,27157,42665,75.95,75.47,76.39
48233,TX,Hutchinson,914,13406,24374,38694,75.51,74.90,76.14
48235,TX,Irion,1172,15107,29171,45450,79.53,78.07,80.91
48237,TX,Jack,964,14127,25695,40786,76.73,75.93,77.50
48239,TX,Jackson,1027,15196,27520,43743,77.26,76.55,78.00
48241,TX,Jasper,1056,13875,26547,41478,75.48,74.88,76.06
48243,TX,Jeff Davis,1033,14621,27017,42671,82.06,80.97,83.08
48245,TX,Jefferson,1021,12122,24374,37517,75.91,75.55,76.25
48247,TX,Jim Hogg,831,13769,23741,38341,77.19,76.15,78.17
48249,TX,Jim Wells,937,13425,24669,39031,76.45,75.89,76.99
48251,TX,Johnson,1191,14435,28727,44353,76.92,76.51,77.30
48253,TX,Jones,806,14373,24045,39224,76.82,76.17,77.45
48255,TX,Karnes,790,14266,23746,38802,77.02,76.30,77.79
48257,TX,Kaufman,1337,14753,30797,46887,75.91,75.46,76.33
48259,TX,Kendall,1689,14703,34971,51363,80.13,79.55,80.67
48261,TX,Kenedy,558,14424,21120,36102,76.92,74.96,78.89
48263,TX,Kent,707,15281,23765,39753,77.32,75.88,78.67
48265,TX,Kerr,1161,12857,26789,40807,78.76,78.26,79.21
48267,TX,Kimble,938,13759,25015,39712,77.98,77.08,78.93
48269,TX,King,743,16252,25168,42163,78.22,76.40,80.10
48271,TX,Kinney,946,13486,24838,39270,79.7,78.72,80.75
48273,TX,Kleberg,904,12339,23187,36430,77.66,77.06,78.29
48275,TX,Knox,698,14436,22812,37946,77.49,76.56,78.46
48277,TX,Lamar,894,13279,24007,38180,77.75,76.81,78.67
48279,TX,Lamb,861,13566,23898,38325,75.51,74.96,76.06
48281,TX,Lampasas,1162,14612,28556,44330,76.63,75.88,77.29
48283,TX,La Salle,439,13220,18488,32147,77.29,76.67,77.92
48285,TX,Lavaca,1003,14528,26564,42095,78.91,78.32,79.51
48287,TX,Lee,1193,15029,29345,45567,78.38,77.68,79.06
48289,TX,Leon,1063,15012,27768,43843,76.08,75.39,76.75
48291,TX,Liberty,1075,14966,27866,43907,74.16,73.64,74.63
48293,TX,Limestone,904,13266,24114,38284,74.62,73.98,75.28
48295,TX,Lipscomb,932,17158,28342,46432,77.82,76.73,78.95
48297,TX,Live Oak,987,14353,26197,41537,79.44,78.70,80.17
48299,TX,Llano,1187,12812,27056,41055,79.32,78.72,79.91
48301,TX,Loving,871,15860,26312,43043,73.85,70.89,76.73
48303,TX,Lubbock,1105,12582,25842,39529,76.86,76.52,77.18
48305,TX,Lynn,986,15015,26847,42848,77.04,76.19,77.93
48307,TX,McCulloch,840,13979,24059,38878,76.68,75.96,77.43
48309,TX,McLennan,1065,12571,25351,38987,74.22,73.39,75.05
48311,TX,McMullen,1001,15890,27902,44793,76.64,75.68,77.57
48313,TX,Madison,1021,12279,24531,37831,79.78,78.86,80.64
48315,TX,Marion,884,12297,22905,36086,76.67,76.07,77.21
48317,TX,Martin,1105,16635,29895,47635,79.18,78.65,79.70
48319,TX,Mason,1189,13739,28007,42935,76.46,75.69,77.26
48321,TX,Matagorda,811,13614,23346,37771,77.24,76.90,77.61
48323,TX,Maverick,915,12599,23579,37093,78.72,77.34,80.30
48325,TX,Medina,1200,14984,29384,45568,78.7,78.20,79.22
48327,TX,Menard,719,12920,21548,35187,77.87,76.83,78.99
48329,TX,Midland,1354,14284,30532,46170,78.36,77.94,78.76
48331,TX,Milam,914,12695,23663,37272,76.82,76.25,77.44
48333,TX,Mills,1143,14521,28237,43901,78.52,77.57,79.38
48335,TX,Mitchell,808,12985,22681,36474,75.66,74.77,76.50
48337,TX,Montague,963,13650,25206,39819,74.94,74.28,75.55
48339,TX,Montgomery,1449,14271,31659,47379,78.74,78.45,79.02
48341,TX,Moore,914,14580,25548,41042,77.65,77.00,78.32
48343,TX,Morris,976,12760,24472,38208,75.33,74.63,76.05
48345,TX,Motley,732,13510,22294,36536,77.87,76.67,79.05
48347,TX,Nacogdoches,941,12474,23766,37181,76.15,75.60,76.66
48349,TX,Navarro,944,13338,24666,38948,75.97,75.44,76.49
48351,TX,Newton,772,14539,23803,39114,74.8,74.02,75.53
48353,TX,Nolan,805,12472,22132,35409,75.45,74.73,76.17
48355,TX,Nueces,1157,12445,26329,39931,78.08,77.77,78.39
48357,TX,Ochiltree,997,14223,26187,41407,76.34,75.51,77.25
48359,TX,Oldham,1008,15199,27295,43502,77.5,76.32,78.67
48361,TX,Orange,1078,13374,26310,40762,74.44,73.96,74.87
48363,TX,Palo Pinto,1065,12680,25460,39205,75.51,74.95,76.13
48365,TX,Panola,989,14519,26387,41895,75.64,74.98,76.30
48367,TX,Parker,1445,14944,32284,48673,77.8,77.39,78.19
48369,TX,Parmer,971,14396,26048,41415,78.82,77.93,79.60
48371,TX,Pecos,855,14199,24459,39513,78.24,77.55,78.92
48373,TX,Polk,1010,12644,24764,38418,72.75,72.16,73.32
48375,TX,Potter,926,12654,23766,37346,73.91,73.46,74.34
48377,TX,Presidio,690,11936,20216,32842,83.72,82.86,84.54
48379,TX,Rains,1094,14541,27669,43304,76.72,75.94,77.52
48381,TX,Randall,1202,13205,27629,42036,79.01,78.60,79.41
48383,TX,Reagan,1284,13987,29395,44666,76.68,75.65,77.77
48385,TX,Real,883,13144,23740,37767,76.74,75.54,77.81
48387,TX,Red River,743,12853,21769,35365,74.72,74.01,75.38
48389,TX,Reeves,770,13373,22613,36756,77.33,76.59,78.09
48391,TX,Refugio,1015,14073,26253,41341,76.7,75.82,77.58
48393,TX,Roberts,1100,17784,30984,49868,76.14,74.75,77.68
48395,TX,Robertson,913,14471,25427,40811,75.87,75.21,76.57
48397,TX,Rockwall,1782,14326,35710,51818,79.76,79.28,80.23
48399,TX,Runnels,813,14094,23850,38757,76.99,76.27,77.73
48401,TX,Rusk,959,14275,25783,41017,76.03,75.51,76.56
48403,TX,Sabine,1000,12896,24896,38792,75.08,74.31,75.87
48405,TX,San Augustine,660,12921,20841,34422,74.69,73.84,75.52
48407,TX,San Jacinto,964,14448,26016,41428,76.01,75.38,76.67
48409,TX,San Patricio,1148,14051,27827,43026,76.71,76.27,77.19
48411,TX,San Saba,1048,13514,26090,40652,78.47,77.65,79.34
48413,TX,Schleicher,1077,14893,27817,43787,78.15,77.11,79.21
48415,TX,Scurry,979,14079,25827,40885,76.99,76.29,77.65
48417,TX,Shackelford,1072,14358,27222,42652,77.22,76.17,78.26
48419,TX,Shelby,841,13393,23485,37719,74.05,73.37,74.70
48421,TX,Sherman,1099,15523,28711,45333,77.61,76.48,78.71
48423,TX,Smith,1145,13391,27131,41667,77.77,77.40,78.10
48425,TX,Somervell,1173,14839,28915,44927,77.63,76.78,78.54
48427,TX,Starr,766,12537,21729,35032,79.11,78.58,79.63
48429,TX,Stephens,905,13597,24457,38959,76.55,75.75,77.33
48431,TX,Sterling,943,16303,27619,44865,77.49,76.05,78.89
48433,TX,Stonewall,775,14087,23387,38249,77.46,76.40,78.60
48435,TX,Sutton,1018,14546,26762,42326,77.57,76.50,78.62
48437,TX,Swisher,875,13071,23571,37517,77.92,77.05,78.76
48439,TX,Tarrant,1341,12974,29066,43381,78.68,78.51,78.85
48441,TX,Taylor,1001,12494,24506,38001,76.78,76.37,77.21
48443,TX,Terrell,742,13922,22826,37490,77.47,75.97,78.94
48445,TX,Terry,734,13283,22091,36108,77.02,76.31,77.72
48447,TX,Throckmorton,757,14034,23118,37909,77.91,76.60,79.05
48449,TX,Titus,905,14317,25177,40399,77.16,76.57,77.73
48451,TX,Tom Green,990,13058,24938,38986,77.5,77.07,77.91
48453,TX,Travis,1541,12843,31335,45719,80.89,80.67,81.10
48455,TX,Trinity,914,12485,23453,36852,74.4,73.71,75.13
48457,TX,Tyler,990,13778,25658,40426,75.51,74.81,76.16
48459,TX,Upshur,1010,14537,26657,42204,75.24,74.72,75.80
48461,TX,Upton,873,14150,24626,39649,76.37,75.28,77.44
48463,TX,Uvalde,843,13561,23677,38081,78.43,77.85,79.03
48465,TX,Val Verde,958,13160,24656,38774,79.53,79.00,80.05
48467,TX,Van Zandt,1044,14571,27099,42714,76.08,75.58,76.61
48469,TX,Victoria,1111,13401,26733,41245,78.05,77.59,78.48
48471,TX,Walker,998,11137,23113,35248,77.26,76.78,77.79
48473,TX,Waller,1202,14944,29368,45514,77.95,77.43,78.52
48475,TX,Ward,923,13537,24613,39073,76.16,75.39,76.92
48477,TX,Washington,1121,14193,27645,42959,78.59,78.02,79.12
48479,TX,Webb,1091,12483,25575,39149,79.69,79.33,80.06
48481,TX,Wharton,1083,14331,27327,42741,77.55,77.03,78.12
48483,TX,Wheeler,974,14622,26310,41906,75.33,74.35,76.27
48485,TX,Wichita,1016,12464,24656,38136,75.66,75.28,76.04
48487,TX,Wilbarger,793,13033,22549,36375,75.57,74.83,76.23
48489,TX,Willacy,860,12771,23091,36722,79.62,78.94,80.32
48491,TX,Williamson,1502,14238,32262,48002,81.73,81.49,82.00
48493,TX,Wilson,1348,15241,31417,48006,78.7,78.16,79.22
48495,TX,Winkler,727,13650,22374,36751,74.58,73.71,75.57
